mean_tmd_gap	tmd_negative_fraction_std	n_tmd	loc_er	has_WT_lost
13.909090909090908	0.0283390017005668	12	0	0
28.25	0.019047619047619	5	0	0
0.0	0.0	1	0	0
0.0	0.0	1	0	0
0.0	0.0	1	0	0
46.25	0.0	5	0	1
45.0	0.0	3	0	0
423.0	0.0	2	0	0
457.0	0.0	2	0	0
0.0	0.0	1	0	0
14.5	0.0183664099009492	11	0	0
14.8	0.0175900380085918	11	0	1
14.5	0.0183664099009492	11	0	0
17.0	0.0	2	0	0
0.0	0.0	1	0	0
0.0	0.0	1	0	0
78.0	0.0277777777777777	2	0	0
13.0	0.0	2	0	0
0.0	0.0	1	0	0
0.0	0.0	1	0	0
0.0	0.0	1	0	0
0.0	0.0	1	0	0
110.5	0.038095238095238	5	0	1
0.0	0.0	1	0	0
0.0	0.0	1	0	1
25.8	0.0354931424999966	6	0	0
34.8	0.0317274156997841	6	0	0
0.0	0.0	1	1	0
18.09090909090909	0.020619652471058	12	1	0
17.2	0.0427394032312262	6	0	1
25.0	0.0521640530957301	5	0	0
0.0	0.0	1	1	0
0.0	0.0	1	0	0
0.0	0.0	1	1	0
0.0	0.0	1	0	0
0.0	0.0	1	0	0
0.0	0.0	1	1	0
0.0	0.0	1	1	0
8.0	0.0	2	0	0
0.0	0.0	1	1	0
0.0	0.0	1	0	0
0.0	0.0	1	0	0
0.0	0.0	1	0	0
9.0	0.0	2	0	0
9.0	0.0	3	0	0
10.5	0.0	3	0	0
17.09090909090909	0.0296956935458249	12	0	0
17.09090909090909	0.0296956935458249	12	0	0
15.0	0.0394836284566119	4	1	1
0.0	0.0	1	0	0
0.0	0.0	1	0	0
13.0	0.0215120929263155	7	0	0
0.0	0.0	1	0	0
11.0	0.0	2	0	1
30.4	0.0235702260395515	6	0	0
30.6	0.0242024204584585	6	0	0
0.0	0.0	1	0	0
58.0	0.0238095238095238	2	0	0
0.0	0.0	1	0	0
3.0	0.0	2	0	0
0.0	0.0	1	0	0
21.846153846153847	0.0195393287297211	14	1	1
0.0	0.0	1	0	0
4.0	0.0	2	1	0
4.0	0.0	2	1	1
0.0	0.0	1	0	0
0.0	0.0	1	0	0
8.0	0.0238095238095238	2	0	0
0.0	0.0	1	0	0
42.4	0.0476273140973008	6	0	0
0.0	0.0	1	0	0
26.666666666666668	0.0	10	0	0
14.333333333333334	0.0274114094269153	13	0	1
0.0	0.0	1	0	0
146.0	0.0	2	0	0
0.0	0.0	1	0	0
21.333333333333332	0.0173205080756887	4	0	0
0.0	0.0	1	1	0
51.75	0.030205902019177	13	0	0
17.4	0.0177465712499983	6	0	0
81.0	0.0	2	0	0
0.0	0.0	1	1	0
71.5	0.0367328198018985	11	0	0
56.333333333333336	0.0335032495909727	16	0	0
15.181818181818182	0.0296956935458249	12	0	0
12.166666666666666	0.0445358410080048	13	0	0
81.0	0.0224478343233824	3	1	0
0.0	0.0	1	0	0
0.0	0.0	1	0	0
22.6	0.0183664099009492	11	0	0
34.0	0.0336717514850736	4	1	0
32.333333333333336	0.020619652471058	4	1	0
33.0	0.0	2	1	0
86.0	0.0238095238095238	2	0	0
0.0	0.0	1	1	0
0.0	0.0	1	0	0
0.0	0.0	1	1	0
0.0	0.0	1	0	0
30.6	0.0238095238095238	6	0	1
0.0	0.0	1	1	0
33.6	0.017590603380398	6	0	0
33.2	0.0275071854374974	6	0	0
35.0	0.0	4	1	0
17.0	0.0238095238095238	2	0	0
17.0	0.0263157894736842	2	0	0
0.0	0.0	1	0	0
0.0	0.0	1	0	0
0.0	0.0	1	0	1
35.0	0.0	3	1	0
0.0	0.0	1	0	0
27.307692307692307	0.0166631955291372	14	0	0
24.857142857142858	0.0210579351768596	15	0	0
0.0	0.0	1	0	0
12.0	0.020619652471058	4	1	0
12.0	0.0	4	1	0
30.4	0.0278081654749494	6	0	0
0.0	0.0	1	1	0
11.0	0.0224478343233824	3	1	0
20.333333333333332	0.0238095238095238	4	1	0
0.0	0.0	1	1	0
8.0	0.0	2	1	0
17.0	0.0	4	1	0
24.75	0.019047619047619	5	0	0
18.0	0.0	2	0	0
0.0	0.0	1	0	0
0.0	0.0	1	0	0
0.0	0.0	1	0	0
0.0	0.0	1	0	0
0.0	0.0	1	0	0
0.0	0.0	1	0	0
0.0	0.0	1	0	0
0.0	0.0	1	1	0
0.0	0.0	1	1	0
69.85714285714286	0.0478123960224695	8	0	1
18.8	0.0177465712499983	6	0	0
61.09090909090909	0.062868966340297	12	0	0
66.9090909090909	0.0224478343233824	12	0	0
64.0909090909091	0.0234765070757921	12	0	0
66.36363636363636	0.0238095238095238	12	0	1
80.83333333333333	0.0288425196850249	13	0	0
65.81818181818181	0.0199658307939711	12	0	0
0.0	0.0	1	0	0
0.0	0.0	1	0	0
14.166666666666666	0.0235653171097806	7	1	0
14.6	0.0224478343233824	6	1	0
0.0	0.0	1	0	0
0.0	0.0	1	0	0
29.2	0.0173992951947565	6	0	0
29.6	0.0260305621677223	6	0	0
18.0	0.0383847714410999	5	0	1
30.25	0.0296976987932742	5	0	0
0.0	0.0	1	0	0
0.0	0.0	1	0	0
0.0	0.0	1	1	0
0.0	0.0	1	0	0
16.75	0.0537374851532139	5	0	0
0.0	0.0	1	0	0
0.0	0.0	1	0	0
128.0	0.0	2	0	0
26.333333333333332	0.0	4	0	0
0.0	0.0	1	1	0
17.666666666666668	0.0	4	0	0
64.0	0.0	2	0	1
36.5	0.0224478343233824	3	0	1
28.0	0.0314926352103133	3	0	0
39.0	0.0	4	0	0
30.666666666666668	0.020619652471058	4	1	0
47.0	0.020619652471058	4	0	0
0.0	0.0	1	1	0
0.0	0.0	1	1	0
61.0	0.0224478343233824	3	1	0
0.0	0.0	1	0	0
0.0	0.0	1	0	0
0.0	0.0	1	0	0
44.2	0.0212077034007201	11	0	0
0.0	0.0	1	0	0
20.363636363636363	0.0296956935458249	12	0	0
26.0	0.0	2	0	0
18.727272727272727	0.0234765070757921	12	0	0
0.0	0.0	1	1	0
27.727272727272727	0.0304807370947166	12	0	0
18.727272727272727	0.0177465712499983	12	0	1
16.0	0.0171810101092433	13	0	0
15.2	0.0273078474193409	6	1	0
26.6	0.035340649063567	6	0	0
0.0	0.0	1	0	0
9.0	0.0427394032312262	6	1	0
5.0	0.0	2	1	0
85.28571428571429	0.0358322830605004	8	0	0
85.14285714285714	0.0247769537562142	8	0	1
88.11111111111111	0.0310769702130409	10	0	0
0.0	0.0	1	0	0
0.0	0.0	1	0	0
7.0	0.0238095238095238	2	0	0
97.0	0.0453509531307447	8	0	0
85.16666666666667	0.0198956042562513	7	1	0
59.75	0.0236620949999977	9	1	0
60.625	0.0224478343233824	9	1	0
52.666666666666664	0.0304910677972992	10	1	0
49.77777777777778	0.0238095238095238	10	1	0
61.125	0.0236620949999977	9	1	0
77.5	0.0499895865874117	7	1	0
22.555555555555557	0.0233284737407921	10	0	0
0.0	0.0	1	0	0
10.0	0.0224478343233824	3	0	0
21.5	0.0198172207	5	1	0
48.0	0.0	2	0	0
4.111111111111111	0.0686199114072185	19	0	0
4.0	0.0701383378841299	19	0	0
0.0	0.0	1	0	1
132.25	0.019047619047619	5	0	0
10.88888888888889	0.0142857142857142	10	0	0
185.0	0.020619652471058	4	0	0
0.0	0.0	1	0	0
0.0	0.0	1	0	0
0.0	0.0	1	0	0
74.5	0.0224478343233824	3	0	0
6.0	0.0	2	1	1
5.0	0.0238095238095238	2	0	0
0.0	0.0	1	1	0
15.666666666666666	0.0346872075754611	7	0	0
20.5	0.1323377003074575	11	0	0
20.0	0.0235653171097806	7	0	0
51.333333333333336	0.0	4	0	0
19.90909090909091	0.0131612094855373	12	0	0
58.0	0.0224478343233824	6	0	1
59.666666666666664	0.020619652471058	4	0	0
0.0	0.0	1	0	0
0.0	0.0	1	0	0
0.0	0.0	1	0	0
18.636363636363637	0.0283390017005668	12	0	0
18.636363636363637	0.0	12	0	1
33.6	0.0	11	0	0
35.0	0.0	3	0	0
0.0	0.0	1	0	0
11.4	0.0177465712499983	6	0	0
18.0	0.0331414545406549	8	1	0
10.25	0.1385739800446258	5	0	0
14.25	0.119906549643966	5	0	0
17.555555555555557	0.0218217890235992	10	0	0
0.0	0.0	1	1	0
0.0	0.0	1	0	0
56.0	0.0217391304347826	2	0	0
21.333333333333332	0.030205902019177	13	1	0
17.636363636363637	0.0131612094855373	12	0	1
37.8	0.0363696483726653	6	0	0
14.5	0.0346872075754611	7	0	0
29.666666666666668	0.0238095238095238	4	0	0
0.0	0.0	1	0	0
0.0	0.0	1	0	0
0.0	0.0	1	0	0
0.0	0.0	1	1	0
6.0	0.0	2	0	0
25.0	0.0	3	0	0
218.0	0.0238095238095238	2	0	0
34.0	0.0	2	0	0
42.333333333333336	0.020619652471058	4	0	0
20.166666666666668	0.043024185852631	7	0	0
43.3	0.0	11	0	0
19.5	0.0235653171097806	7	0	0
20.666666666666668	0.0215120929263155	7	0	1
69.0	0.0020703933747412	2	1	0
68.0	0.0238095238095238	2	1	1
8.0	0.0	2	1	0
38.75	0.0244948974278317	5	0	0
17.90909090909091	0.0296956935458249	12	1	0
213.0	0.0030959752321981	2	0	0
0.0	0.0	1	1	0
0.0	0.0	1	1	0
0.0	0.0	1	1	0
29.333333333333332	0.0	4	0	0
0.0	0.0	1	0	0
0.0	0.0	1	0	0
0.0	0.0	1	1	0
0.0	0.0	1	0	0
48.8	0.0224478343233824	6	1	0
15.0	0.0344298804335226	4	1	0
100.75	0.019047619047619	5	1	0
17.0	0.0224478343233824	3	0	0
9.5	0.0225752491299262	3	0	0
0.0	0.0	1	1	0
0.0	0.0	1	1	0
0.0	0.0	1	1	0
0.0	0.0	1	1	0
11.615384615384617	0.0235653171097806	14	1	0
25.333333333333332	0.015	10	1	0
14.0	0.0	2	1	0
81.5	0.0	3	1	0
0.0	0.0	1	1	0
0.0	0.0	1	1	0
0.0	0.0	1	0	0
15.545454545454543	0.0234765070757921	12	0	0
3.0	0.0238095238095238	2	1	0
34.0	0.0363696483726653	6	0	0
29.2	0.032723060520775	6	0	1
0.0	0.0	1	0	0
9.333333333333334	0.020619652471058	4	0	0
17.46153846153846	0.0235653171097806	14	0	0
118.0	0.0238095238095238	2	0	0
16.5	0.0	3	0	0
6.5	0.0224478343233824	3	0	0
9.0	0.0	4	0	0
18.0	0.0188266392127051	4	1	0
249.0	0.0	2	0	0
0.0	0.0	1	1	0
16.76923076923077	0.0290612372289711	14	0	1
0.0	0.0	1	0	0
0.0	0.0	1	0	0
0.0	0.0	1	0	1
0.0	0.0	1	0	0
0.0	0.0	1	0	0
0.0	0.0	1	0	0
7.0	0.0238095238095238	2	0	0
287.0	0.0	2	0	0
0.0	0.0	1	1	1
22.285714285714285	0.020619652471058	8	0	0
83.33333333333333	0.020619652471058	4	1	0
31.555555555555557	0.0436435780471984	10	0	0
